"drug name","hard drug","aliases","related terms"
"lsd",False,"['liberty cap','aceite','acid','acid cap','acido','alice','angels in a sky','animal','backbreaker','barrel','bart simpson','battery acid','beast','big d','black acid','black star','black sunshine','black tabs','blotter acid','blotter cube','blue acid','blue barrel','blue chair','blue cheer','blue heaven','blue microdots','blue mist','blue moon','blue sky','blue star','blue tabs','brown bomber','brown dots','california sunshine','cherry dome','chief','chinese dragons','coffee','conductor','contact lens','crackers','crystal tea','cupcakes','dental floss','dinosaurs','domes','dots','double dome','el cid','electric kool aid','ellis day','fields','flash','flat blues','ghost','golden dragon','golf balls','goofy','gota','grape parfait','green wedge','grey shields','hats','hawaiian sunshine','hawk','haze','headlights','heavenly blue','hits','instant zen','jesus christ acid','kaleidoscope','leary','lens','lime acid','live','spit & die','lucy in the sky with diamonds','mellow yellow','mica','microdot','mighty quinn','mind detergent','mother of god','newspapers','orange barrels','orange cubes','orange haze','orange micros','orange wedges','owsley','paper acid','pearly gates','pellets','phoenix','pink blotters','pink panthers','pink robots','pink wedges','pink witches','pizza','potato','pure love','purple barrels','purple haze','purple hearts','purple flats','recycle','royal blues','russian sickles','sacrament','sandoz','smears','square dancing tickets','strawberry fields','sugar cubes','sugar lumps','sunshine','tabs','tacatosa','tail lights','teddy bears','ticket','uncle sid','valley dolls','vodka acid','wedding bells','wedge','white dust','white fluff','white lightening','white owsley','window glass','window pane','yellow dimples','yellow sunshine','zen','acelide','avandaro','blanco de españa','bomba','cid','colorines','cubo','divina','elefante blanco','lentejuela','spit and die','lluvia de estrellas','looney tunes','lucy','maje','micropunto azul','micropunto morado','mureler','nave','pop','superman']","['alkie','boozehead','doctor shopping','buzz','trip','nod','OD','deuce','stoner','high','hooked','shoot up','zonk','good stuff','junkie','pothead','crackhead','crackie','get clean','sober','inebriated','intoxicated','hammered','relapse','schedule I','schedule II','class b','class c','class a','on the rocks','DUI']"
"bath salts",False,"['bath salts','bliss','bloom','blow','blue silk','cloud 9','drone','energy-1','explosion','flakka','gravel','insect repellant','ivory wave','jewelry cleaner','lunar wave','m-cat','meow-meow','ocean burst','phone screen cleaner','plant food','pure ivory','purple wave','recharge','red dove','scarface','snow leopard','stardust','vanilla sky','white dove','white knight','white lightening','white magic','zoom']","['alkie','boozehead','doctor shopping','buzz','trip','nod','OD','deuce','stoner','high','hooked','shoot up','zonk','good stuff','junkie','pothead','crackhead','crackie','get clean','sober','inebriated','intoxicated','hammered','relapse','schedule I','schedule II','class b','class c','class a','on the rocks','DUI']"
"lean",False,"['drex','tussin','texas tea','cough syrup','purple drank','sizurup','sizzurp','orange crush','robotussin']","['alkie','boozehead','doctor shopping','buzz','trip','nod','OD','deuce','stoner','high','hooked','shoot up','zonk','good stuff','junkie','pothead','crackhead','crackie','get clean','sober','inebriated','intoxicated','hammered','relapse','schedule I','schedule II','class b','class c','class a','on the rocks','DUI']"
"synthetic cannabioids",False,"['bombay blue','spice gold','zohai','krokodil','2cb','4-20','abyss','ace of spades','ak-47','amnesia','atomic blast','big bang','blaze','black magic smoke','black mamba','blue cheese','brain freeze','buzz haze','cherry bomb','chill','chrome','clockwork orange','cloud 10','cowboy kush','crystal skull','dead man','devil's venom','dr. feel good','dragon eye','earth blend','exodus','extreme','fake bake','fruit candy flavors','funky buddha','funky monkey','g-force','gi joe','green dream','green peace','hammer head','helix','hipster','hysteria','ice dragon','juicy leaf','jungle juice','just chill','k2','kaos','karma','kong','krazy kandy','kryp2nite','kush','layer cake','limitless','mad hatter','mile high','mystique','ninja','odyssey','omg','pandora's box','phoenix','pineapple express','posh','potpourri','pow','rapture','red magic','rewind','scooby snax','sexy','sky high','snake bite','spice','spike diamond','storm','sweet leaf','synthetic marijuana','time traveler','top gear','train wreck','ultimate','viper','voodoo child','wazabi','wicked','wizard','xtreme','zero gravity','zombie','bath blow']","['alkie','boozehead','doctor shopping','buzz','trip','nod','OD','deuce','stoner','high','hooked','shoot up','zonk','good stuff','junkie','pothead','crackhead','crackie','get clean','sober','inebriated','intoxicated','hammered','relapse','schedule I','schedule II','class b','class c','class a','on the rocks','DUI']"
"ozempic",False,"['wegovy','tirz','ozzie','oz','shot','wego','zempy']","['alkie','boozehead','doctor shopping','buzz','trip','nod','OD','deuce','stoner','high','hooked','shoot up','zonk','good stuff','junkie','pothead','crackhead','crackie','get clean','sober','inebriated','intoxicated','hammered','relapse','schedule I','schedule II','class b','class c','class a','on the rocks','DUI']"
"alcohol",False,"['booze','hooch','moonshine','goon','bevvy','four loko','giggle water','giggle juice','henny','jager','loosener','quick fuck']","['alkie','boozehead','doctor shopping','buzz','trip','nod','OD','deuce','stoner','high','hooked','shoot up','zonk','good stuff','junkie','pothead','crackhead','crackie','get clean','sober','inebriated','intoxicated','hammered','relapse','schedule I','schedule II','class b','class c','class a','on the rocks','DUI']"
"inhalants",False,"['sniff','whippet','popper','snapper','huff','amyl','quicksilver','buzz bomb','nang','hippie crack','turpetine','nitrous oxide']","['alkie','boozehead','doctor shopping','buzz','trip','nod','OD','deuce','stoner','high','hooked','shoot up','zonk','good stuff','junkie','pothead','crackhead','crackie','get clean','sober','inebriated','intoxicated','hammered','relapse','schedule I','schedule II','class b','class c','class a','on the rocks','DUI']"
"khat",False,"['african salad','catha','kat','abyssian tea']","['alkie','boozehead','doctor shopping','buzz','trip','nod','OD','deuce','stoner','high','hooked','shoot up','zonk','good stuff','junkie','pothead','crackhead','crackie','get clean','sober','inebriated','intoxicated','hammered','relapse','schedule I','schedule II','class b','class c','class a','on the rocks','DUI']"
"kratom",False,"['thom','biak']","['alkie','boozehead','doctor shopping','buzz','trip','nod','OD','deuce','stoner','high','hooked','shoot up','zonk','good stuff','junkie','pothead','crackhead','crackie','get clean','sober','inebriated','intoxicated','hammered','relapse','schedule I','schedule II','class b','class c','class a','on the rocks','DUI']"
"antidepressants",False,"['paxil','prozac','zoloft','bottled smile','happy pill','ssri','venlafaxine','wellbutrin','effexor']","['alkie','boozehead','doctor shopping','buzz','trip','nod','OD','deuce','stoner','high','hooked','shoot up','zonk','good stuff','junkie','pothead','crackhead','crackie','get clean','sober','inebriated','intoxicated','hammered','relapse','schedule I','schedule II','class b','class c','class a','on the rocks','DUI']"
"tobacco",False,"['nicotine','cig','ciggie','cigar','vape','camel','marlboro','zyn','pouch','zynnie','buzz button','nic bag','mouth mint','lip pouch','upper decker lip pillow','t bowl','snuff','snus']","['alkie','boozehead','doctor shopping','buzz','trip','nod','OD','deuce','stoner','high','hooked','shoot up','zonk','good stuff','junkie','pothead','crackhead','crackie','get clean','sober','inebriated','intoxicated','hammered','relapse','schedule I','schedule II','class b','class c','class a','on the rocks','DUI']"
"antihistamines",False,"['benadryl','diphenhydramine']","['alkie','boozehead','doctor shopping','buzz','trip','nod','OD','deuce','stoner','high','hooked','shoot up','zonk','good stuff','junkie','pothead','crackhead','crackie','get clean','sober','inebriated','intoxicated','hammered','relapse','schedule I','schedule II','class b','class c','class a','on the rocks','DUI']"
"viagra",False,"['sildenafil','bluepill']","['alkie','boozehead','doctor shopping','buzz','trip','nod','OD','deuce','stoner','high','hooked','shoot up','zonk','good stuff','junkie','pothead','crackhead','crackie','get clean','sober','inebriated','intoxicated','hammered','relapse','schedule I','schedule II','class b','class c','class a','on the rocks','DUI']"
"narcan",False,"[]","['alkie','boozehead','doctor shopping','buzz','trip','nod','OD','deuce','stoner','high','hooked','shoot up','zonk','good stuff','junkie','pothead','crackhead','crackie','get clean','sober','inebriated','intoxicated','hammered','relapse','schedule I','schedule II','class b','class c','class a','on the rocks','DUI']"
"gabapentin",False,"['gaba','gabbie']","['alkie','boozehead','doctor shopping','buzz','trip','nod','OD','deuce','stoner','high','hooked','shoot up','zonk','good stuff','junkie','pothead','crackhead','crackie','get clean','sober','inebriated','intoxicated','hammered','relapse','schedule I','schedule II','class b','class c','class a','on the rocks','DUI']"
"betablockers",False,"['propranolol']","['alkie','boozehead','doctor shopping','buzz','trip','nod','OD','deuce','stoner','high','hooked','shoot up','zonk','good stuff','junkie','pothead','crackhead','crackie','get clean','sober','inebriated','intoxicated','hammered','relapse','schedule I','schedule II','class b','class c','class a','on the rocks','DUI']"
